Column,Column2,year,id,artist and album name,label,release format,genre,subgenre,want,have
176474,72093,2020,19502980,Sirens Of Lesbos - SOL,Not on Label,Album,"Electronic, Hip Hop, Reggae, Funk / Soul, Pop","Disco, Dance-pop, Synth-pop, Reggae, Dub, Downtempo, Funk, Hip Hop, Indie Pop, Leftfield, Nu-Disco, Contemporary R&B, New Wave",7,1
176475,72093,2020,19502980,Sirens Of Lesbos - SOL,Not on Label,Test Pressing,"Electronic, Hip Hop, Reggae, Funk / Soul, Pop","Disco, Dance-pop, Synth-pop, Reggae, Dub, Downtempo, Funk, Hip Hop, Indie Pop, Leftfield, Nu-Disco, Contemporary R&B, New Wave",7,1
176476,72093,2020,19502980,Sirens Of Lesbos - SOL,Not on Label,White Label,"Electronic, Hip Hop, Reggae, Funk / Soul, Pop","Disco, Dance-pop, Synth-pop, Reggae, Dub, Downtempo, Funk, Hip Hop, Indie Pop, Leftfield, Nu-Disco, Contemporary R&B, New Wave",7,1
176532,72112,2020,16764834,Loboda* - Лучшее,Not on Label,CD,"Electronic, Pop","Europop, Dance-pop",0,7
176533,72112,2020,16764834,Loboda* - Лучшее,Not on Label,Compilation,"Electronic, Pop","Europop, Dance-pop",0,7
176534,72112,2020,16764834,Loboda* - Лучшее,Not on Label,Unofficial Release,"Electronic, Pop","Europop, Dance-pop",0,7
176912,72306,2020,16286900,Полина Ростова - В Зоне Любви,Not on Label,CD,"Electronic, Pop",Dance-pop,2,1
176913,72306,2020,16286900,Полина Ростова - В Зоне Любви,Not on Label,Album,"Electronic, Pop",Dance-pop,2,1
176914,72306,2020,16286900,Полина Ростова - В Зоне Любви,Not on Label,Limited Edition,"Electronic, Pop",Dance-pop,2,1
176921,72311,2020,16286900,Полина Ростова - В Зоне Любви,Not on Label,CD,"Electronic, Pop",Dance-pop,2,1
176922,72311,2020,16286900,Полина Ростова - В Зоне Любви,Not on Label,Album,"Electronic, Pop",Dance-pop,2,1
176923,72311,2020,16286900,Полина Ростова - В Зоне Любви,Not on Label,Limited Edition,"Electronic, Pop",Dance-pop,2,1
176930,72314,2020,15376545,Ambrosia (15) - Ambrosia Superstar,Not on Label,CD,"Electronic, Pop",Dance-pop,0,1
176931,72314,2020,15376545,Ambrosia (15) - Ambrosia Superstar,Not on Label,CD-ROM,"Electronic, Pop",Dance-pop,0,1
176932,72314,2020,15376545,Ambrosia (15) - Ambrosia Superstar,Not on Label,Album,"Electronic, Pop",Dance-pop,0,1
176933,72314,2020,15376545,Ambrosia (15) - Ambrosia Superstar,Not on Label,Limited Edition,"Electronic, Pop",Dance-pop,0,1
176934,72314,2020,15376545,Ambrosia (15) - Ambrosia Superstar,Not on Label,Partially Mixed,"Electronic, Pop",Dance-pop,0,1
176935,72314,2020,15376545,Ambrosia (15) - Ambrosia Superstar,Not on Label,Multichannel,"Electronic, Pop",Dance-pop,0,1
176936,72314,2020,15376545,Ambrosia (15) - Ambrosia Superstar,Not on Label,NTSC,"Electronic, Pop",Dance-pop,0,1
176974,72329,2020,25865119,Culture Club - Extended Remixes 2,Not on Label,CD,"Electronic, Rock, Pop",Dance-pop,3,1
176975,72329,2020,25865119,Culture Club - Extended Remixes 2,Not on Label,Compilation,"Electronic, Rock, Pop",Dance-pop,3,1
176976,72329,2020,25865119,Culture Club - Extended Remixes 2,Not on Label,Promo,"Electronic, Rock, Pop",Dance-pop,3,1
176977,72329,2020,25865119,Culture Club - Extended Remixes 2,Not on Label,Unofficial Release,"Electronic, Rock, Pop",Dance-pop,3,1
176982,72333,2020,16024686,DJ Matrix (8) - Io & La Giuli,Not on Label,CD,"Electronic, Pop",Dance-pop,4,2
176983,72333,2020,16024686,DJ Matrix (8) - Io & La Giuli,Not on Label,Album,"Electronic, Pop",Dance-pop,4,2
176984,72333,2020,16024686,DJ Matrix (8) - Io & La Giuli,Not on Label,Limited Edition,"Electronic, Pop",Dance-pop,4,2
176985,72333,2020,16024686,DJ Matrix (8) - Io & La Giuli,Not on Label,Stereo,"Electronic, Pop",Dance-pop,4,2
177084,72383,2020,15345423,Artik Feat. Asti* - Лучшее,Not on Label,CD,"Electronic, Hip Hop, Pop","House, Pop Rap, Dance-pop, Euro House, Europop",2,3
177085,72383,2020,15345423,Artik Feat. Asti* - Лучшее,Not on Label,Compilation,"Electronic, Hip Hop, Pop","House, Pop Rap, Dance-pop, Euro House, Europop",2,3
177092,72387,2020,17572855,Brbra Bush - Blowie 1+2,Not on Label,Vinyl,"Electronic, Hip Hop, Rock, Funk / Soul, Pop",Dance-pop,3,22
177093,72387,2020,17572855,Brbra Bush - Blowie 1+2,Not on Label,LP,"Electronic, Hip Hop, Rock, Funk / Soul, Pop",Dance-pop,3,22
177094,72387,2020,17572855,Brbra Bush - Blowie 1+2,Not on Label,Album,"Electronic, Hip Hop, Rock, Funk / Soul, Pop",Dance-pop,3,22
177095,72387,2020,17572855,Brbra Bush - Blowie 1+2,Not on Label,Stereo,"Electronic, Hip Hop, Rock, Funk / Soul, Pop",Dance-pop,3,22
177120,72403,2020,16464309,Blanks (4) - Cheap Sodas And Ice Cream Kisses,Not on Label,Vinyl,"Electronic, Pop",Dance-pop,81,61
177121,72403,2020,16464309,Blanks (4) - Cheap Sodas And Ice Cream Kisses,Not on Label,"12""","Electronic, Pop",Dance-pop,81,61
177122,72403,2020,16464309,Blanks (4) - Cheap Sodas And Ice Cream Kisses,Not on Label,EP,"Electronic, Pop",Dance-pop,81,61
177123,72403,2020,16464309,Blanks (4) - Cheap Sodas And Ice Cream Kisses,Not on Label,Limited Edition,"Electronic, Pop",Dance-pop,81,61
177215,72440,2020,21647926,Stepmom - Stepmom,Not on Label,Cassette,"Electronic, Rock, Pop","Dance-pop, Indie Pop, Indie Rock",4,11
177216,72440,2020,21647926,Stepmom - Stepmom,Not on Label,Album,"Electronic, Rock, Pop","Dance-pop, Indie Pop, Indie Rock",4,11
177496,72542,2020,16992003,Pasaje - Sin Salida,Not on Label,CD,"Electronic, Pop","Indie Pop, Dance-pop",3,5
177497,72542,2020,16992003,Pasaje - Sin Salida,Not on Label,Album,"Electronic, Pop","Indie Pop, Dance-pop",3,5
177498,72542,2020,16992003,Pasaje - Sin Salida,Not on Label,Stereo,"Electronic, Pop","Indie Pop, Dance-pop",3,5
177620,72593,2020,16546593,S Hudbou Vesmírnou - Sme To Stále My,Not on Label,CD,"Hip Hop, Pop",Europop,0,2
177621,72593,2020,16546593,S Hudbou Vesmírnou - Sme To Stále My,Not on Label,Album,"Hip Hop, Pop",Europop,0,2
177626,72596,2020,34510594,Church Of Trees - New Bold Dawn,Not on Label,CD,"Electronic, Pop",Europop,0,2
177627,72596,2020,34510594,Church Of Trees - New Bold Dawn,Not on Label,Album,"Electronic, Pop",Europop,0,2
177655,72607,2020,16736769,Christina Stürmer - Zu Hause,Not on Label,CD,Pop,Europop,2,19
177656,72607,2020,16736769,Christina Stürmer - Zu Hause,Not on Label,EP,Pop,Europop,2,19
177657,72608,2020,16954731,Linas Adomaitis - Aux,Not on Label,CD,"Electronic, Pop",Europop,1,9
177658,72608,2020,16954731,Linas Adomaitis - Aux,Not on Label,Album,"Electronic, Pop",Europop,1,9
177668,72612,2020,34510594,Church Of Trees - New Bold Dawn,Not on Label,CD,"Electronic, Pop",Europop,0,2
177669,72612,2020,34510594,Church Of Trees - New Bold Dawn,Not on Label,Album,"Electronic, Pop",Europop,0,2
177827,72682,2020,16137112,Kero Kero Bonito -  It's Bugsnax!,Not on Label,Vinyl,"Electronic, Pop","Indie Pop, Dance-pop",7,4
177828,72682,2020,16137112,Kero Kero Bonito -  It's Bugsnax!,Not on Label,"7""","Electronic, Pop","Indie Pop, Dance-pop",7,4
177829,72682,2020,16137112,Kero Kero Bonito -  It's Bugsnax!,Not on Label,Single,"Electronic, Pop","Indie Pop, Dance-pop",7,4
177852,72694,2020,20463628,Ally Boom Boom - Games,Not on Label,CD,"Electronic, Rock, Pop, ""Childrens""","Dance-pop, Electro, Pop Rock",6,0
177853,72694,2020,20463628,Ally Boom Boom - Games,Not on Label,Album,"Electronic, Rock, Pop, ""Childrens""","Dance-pop, Electro, Pop Rock",6,0
177857,72696,2020,25579936,Najoua Belyzel - Rendez Vous,Not on Label,Vinyl,"Electronic, Pop","Dance-pop, Chanson",2,2
177858,72696,2020,25579936,Najoua Belyzel - Rendez Vous,Not on Label,LP,"Electronic, Pop","Dance-pop, Chanson",2,2
177859,72696,2020,25579936,Najoua Belyzel - Rendez Vous,Not on Label,Album,"Electronic, Pop","Dance-pop, Chanson",2,2
177860,72696,2020,25579936,Najoua Belyzel - Rendez Vous,Not on Label,Test Pressing,"Electronic, Pop","Dance-pop, Chanson",2,2
178371,72839,2020,15193655,Joy (9) - Back To The 80's,Not on Label,CD,Pop,Europop,2,0
178372,72839,2020,15193655,Joy (9) - Back To The 80's,Not on Label,Album,Pop,Europop,2,0
178373,72839,2020,15193655,Joy (9) - Back To The 80's,Not on Label,Special Edition,Pop,Europop,2,0
178374,72839,2020,15193655,Joy (9) - Back To The 80's,Not on Label,Unofficial Release,Pop,Europop,2,0
178375,72839,2020,15193655,Joy (9) - Back To The 80's,Not on Label,Stereo,Pop,Europop,2,0
178481,72869,2020,18296023,Linas Adomaitis - Aux,Not on Label,Vinyl,"Electronic, Pop",Europop,2,43
178482,72869,2020,18296023,Linas Adomaitis - Aux,Not on Label,LP,"Electronic, Pop",Europop,2,43
178483,72869,2020,18296023,Linas Adomaitis - Aux,Not on Label,Album,"Electronic, Pop",Europop,2,43
178500,72873,2020,15784971,Max Barskih* - 7,Not on Label,Vinyl,Pop,Europop,33,46
178501,72873,2020,15784971,Max Barskih* - 7,Not on Label,LP,Pop,Europop,33,46
178502,72873,2020,15784971,Max Barskih* - 7,Not on Label,Album,Pop,Europop,33,46
178789,72950,2020,23549054,Midrone - Sangomore,Not on Label,CD,"Electronic, Pop","Synthwave, New Wave, Dance-pop",0,1
178790,72950,2020,23549054,Midrone - Sangomore,Not on Label,Album,"Electronic, Pop","Synthwave, New Wave, Dance-pop",0,1
178815,72964,2020,23549054,Midrone - Sangomore,Not on Label,CD,"Electronic, Pop","Synthwave, New Wave, Dance-pop",0,1
178816,72964,2020,23549054,Midrone - Sangomore,Not on Label,Album,"Electronic, Pop","Synthwave, New Wave, Dance-pop",0,1
178930,73005,2020,20533654,BLACKPINK - Blackpink 2018 Tour In Your Area Seoul,Not on Label,Vinyl,"Electronic, Hip Hop, Pop","K-pop, Ballad, Dance-pop",20,22
178931,73005,2020,20533654,BLACKPINK - Blackpink 2018 Tour In Your Area Seoul,Not on Label,LP,"Electronic, Hip Hop, Pop","K-pop, Ballad, Dance-pop",20,22
178932,73005,2020,20533654,BLACKPINK - Blackpink 2018 Tour In Your Area Seoul,Not on Label,Promo,"Electronic, Hip Hop, Pop","K-pop, Ballad, Dance-pop",20,22
178933,73005,2020,20533654,BLACKPINK - Blackpink 2018 Tour In Your Area Seoul,Not on Label,Unofficial Release,"Electronic, Hip Hop, Pop","K-pop, Ballad, Dance-pop",20,22
178975,73017,2020,15885219,BLACKPINK - Blackpink 2018 Tour In Your Area Seoul,Not on Label,Vinyl,"Electronic, Hip Hop, Pop","K-pop, Ballad, Dance-pop",110,126
178976,73017,2020,15885219,BLACKPINK - Blackpink 2018 Tour In Your Area Seoul,Not on Label,LP,"Electronic, Hip Hop, Pop","K-pop, Ballad, Dance-pop",110,126
178977,73017,2020,15885219,BLACKPINK - Blackpink 2018 Tour In Your Area Seoul,Not on Label,Promo,"Electronic, Hip Hop, Pop","K-pop, Ballad, Dance-pop",110,126
178978,73017,2020,15885219,BLACKPINK - Blackpink 2018 Tour In Your Area Seoul,Not on Label,Unofficial Release,"Electronic, Hip Hop, Pop","K-pop, Ballad, Dance-pop",110,126
179474,73163,2020,16118897,Soltész Rezső - Akit Szeretnek,Not on Label,CD,Pop,"Europop, Schlager, Vocal",0,3
179544,73189,2020,21258277,Good Sport - Boring Magic,Not on Label,Cassette,"Electronic, Rock, Pop","Synth-pop, Synthwave, Dance-pop, Indie Rock, Indie Pop, Lo-Fi, Pop Rock, Alternative Rock",1,3
179545,73189,2020,21258277,Good Sport - Boring Magic,Not on Label,Album,"Electronic, Rock, Pop","Synth-pop, Synthwave, Dance-pop, Indie Rock, Indie Pop, Lo-Fi, Pop Rock, Alternative Rock",1,3
179546,73189,2020,21258277,Good Sport - Boring Magic,Not on Label,Limited Edition,"Electronic, Rock, Pop","Synth-pop, Synthwave, Dance-pop, Indie Rock, Indie Pop, Lo-Fi, Pop Rock, Alternative Rock",1,3
179612,73215,2020,17479273,"Диана Арбенина, #ночныеснайперы* - Remixes",Not on Label,CD,"Electronic, Pop","Euro House, Europop",2,9
179613,73215,2020,17479273,"Диана Арбенина, #ночныеснайперы* - Remixes",Not on Label,Album,"Electronic, Pop","Euro House, Europop",2,9
179727,73260,2020,14759528,Slayyyter - Slayyyter,Not on Label,Vinyl,"Electronic, Pop","Electro, Dance-pop, Bubblegum, Hyperpop",994,588
179728,73260,2020,14759528,Slayyyter - Slayyyter,Not on Label,LP,"Electronic, Pop","Electro, Dance-pop, Bubblegum, Hyperpop",994,588
179729,73260,2020,14759528,Slayyyter - Slayyyter,Not on Label,Limited Edition,"Electronic, Pop","Electro, Dance-pop, Bubblegum, Hyperpop",994,588
179730,73260,2020,14759528,Slayyyter - Slayyyter,Not on Label,Mixtape,"Electronic, Pop","Electro, Dance-pop, Bubblegum, Hyperpop",994,588
179955,73330,2020,15496246,Alex Baylow - Back to the Future,Not on Label,CD,"Electronic, Pop","Dance-pop, Synth-pop, Synthwave, Electro, New Wave",0,0
179956,73330,2020,15496246,Alex Baylow - Back to the Future,Not on Label,Album,"Electronic, Pop","Dance-pop, Synth-pop, Synthwave, Electro, New Wave",0,0
179957,73330,2020,15496246,Alex Baylow - Back to the Future,Not on Label,Limited Edition,"Electronic, Pop","Dance-pop, Synth-pop, Synthwave, Electro, New Wave",0,0
179958,73330,2020,15496246,Alex Baylow - Back to the Future,Not on Label,Stereo,"Electronic, Pop","Dance-pop, Synth-pop, Synthwave, Electro, New Wave",0,0
180003,73339,2020,16758660,Moistbreezy - Breezy,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Dance-pop, Eurodance, Synthwave, Downtempo",39,37
180004,73339,2020,16758660,Moistbreezy - Breezy,Not on Label,LP,"Electronic, Pop","Synth-pop, Dance-pop, Eurodance, Synthwave, Downtempo",39,37
180005,73339,2020,16758660,Moistbreezy - Breezy,Not on Label,Limited Edition,"Electronic, Pop","Synth-pop, Dance-pop, Eurodance, Synthwave, Downtempo",39,37
180006,73339,2020,16758660,Moistbreezy - Breezy,Not on Label,Mixtape,"Electronic, Pop","Synth-pop, Dance-pop, Eurodance, Synthwave, Downtempo",39,37
180013,73343,2020,15732442,Tom Beck (4) - 4B,Not on Label,CD,"Rock, Pop","Europop, Pop Rock",4,3
180014,73343,2020,15732442,Tom Beck (4) - 4B,Not on Label,Album,"Rock, Pop","Europop, Pop Rock",4,3
180015,73343,2020,15732442,Tom Beck (4) - 4B,Not on Label,Limited Edition,"Rock, Pop","Europop, Pop Rock",4,3
180212,73411,2020,16611171,Александра Јанева - Срце Отвори,Not on Label,CD,Pop,"Europop, Indie Pop, Ballad",0,2
180213,73411,2020,16611171,Александра Јанева - Срце Отвори,Not on Label,Album,Pop,"Europop, Indie Pop, Ballad",0,2
180307,73446,2020,28086715,Various - Новый Русский Хит,Not on Label,Vinyl,"Electronic, Pop","Downtempo, Ambient, Dance-pop, Progressive House",0,0
180308,73446,2020,28086715,Various - Новый Русский Хит,Not on Label,"10""","Electronic, Pop","Downtempo, Ambient, Dance-pop, Progressive House",0,0
180309,73446,2020,28086715,Various - Новый Русский Хит,Not on Label,33 ⅓ RPM,"Electronic, Pop","Downtempo, Ambient, Dance-pop, Progressive House",0,0
180310,73446,2020,28086715,Various - Новый Русский Хит,Not on Label,Compilation,"Electronic, Pop","Downtempo, Ambient, Dance-pop, Progressive House",0,0
180311,73446,2020,28086715,Various - Новый Русский Хит,Not on Label,Promo,"Electronic, Pop","Downtempo, Ambient, Dance-pop, Progressive House",0,0
180312,73446,2020,28086715,Various - Новый Русский Хит,Not on Label,Unofficial Release,"Electronic, Pop","Downtempo, Ambient, Dance-pop, Progressive House",0,0
180517,73461,2020,16122732,Yes Plant - Coming Back To It,Not on Label,CD,"Electronic, Non-Music, Pop","Synth-pop, Experimental, Spoken Word, Indie Pop, Comedy, Dance-pop",0,1
180518,73461,2020,16122732,Yes Plant - Coming Back To It,Not on Label,Album,"Electronic, Non-Music, Pop","Synth-pop, Experimental, Spoken Word, Indie Pop, Comedy, Dance-pop",0,1
180519,73461,2020,16122732,Yes Plant - Coming Back To It,Not on Label,Deluxe Edition,"Electronic, Non-Music, Pop","Synth-pop, Experimental, Spoken Word, Indie Pop, Comedy, Dance-pop",0,1
180520,73461,2020,16122732,Yes Plant - Coming Back To It,Not on Label,Limited Edition,"Electronic, Non-Music, Pop","Synth-pop, Experimental, Spoken Word, Indie Pop, Comedy, Dance-pop",0,1
180521,73461,2020,16122732,Yes Plant - Coming Back To It,Not on Label,Misprint,"Electronic, Non-Music, Pop","Synth-pop, Experimental, Spoken Word, Indie Pop, Comedy, Dance-pop",0,1
180522,73461,2020,16122732,Yes Plant - Coming Back To It,Not on Label,Special Edition,"Electronic, Non-Music, Pop","Synth-pop, Experimental, Spoken Word, Indie Pop, Comedy, Dance-pop",0,1
180577,73480,2020,16158408,Walter Frosch - Diskothekenbesitzer,Not on Label,Vinyl,"Electronic, Rock, Pop","Dance-pop, Disco, Lo-Fi, Post-Punk",35,63
180578,73480,2020,16158408,Walter Frosch - Diskothekenbesitzer,Not on Label,LP,"Electronic, Rock, Pop","Dance-pop, Disco, Lo-Fi, Post-Punk",35,63
180579,73480,2020,16158408,Walter Frosch - Diskothekenbesitzer,Not on Label,Album,"Electronic, Rock, Pop","Dance-pop, Disco, Lo-Fi, Post-Punk",35,63
180677,73507,2020,15108535,Banshee (13) - Living In A Dreem,Not on Label,Vinyl,"Electronic, Pop","Experimental, Abstract, Europop",15,20
180678,73507,2020,15108535,Banshee (13) - Living In A Dreem,Not on Label,"12""","Electronic, Pop","Experimental, Abstract, Europop",15,20
180679,73507,2020,15108535,Banshee (13) - Living In A Dreem,Not on Label,33 ⅓ RPM,"Electronic, Pop","Experimental, Abstract, Europop",15,20
180680,73507,2020,15108535,Banshee (13) - Living In A Dreem,Not on Label,45 RPM,"Electronic, Pop","Experimental, Abstract, Europop",15,20
180681,73507,2020,15108535,Banshee (13) - Living In A Dreem,Not on Label,EP,"Electronic, Pop","Experimental, Abstract, Europop",15,20
180700,73512,2020,16849008,a-ha - Lifelines - Demos & Alternates,Not on Label,Vinyl,"Electronic, Pop","Europop, Synth-pop",22,5
180701,73512,2020,16849008,a-ha - Lifelines - Demos & Alternates,Not on Label,LP,"Electronic, Pop","Europop, Synth-pop",22,5
180702,73512,2020,16849008,a-ha - Lifelines - Demos & Alternates,Not on Label,Album,"Electronic, Pop","Europop, Synth-pop",22,5
180703,73512,2020,16849008,a-ha - Lifelines - Demos & Alternates,Not on Label,Special Edition,"Electronic, Pop","Europop, Synth-pop",22,5
180704,73512,2020,16849008,a-ha - Lifelines - Demos & Alternates,Not on Label,Unofficial Release,"Electronic, Pop","Europop, Synth-pop",22,5
180761,73525,2020,28410190,Ayesha Erotica - Church Of Erotica,Not on Label,CD,"Electronic, Hip Hop, Pop","Bass Music, Electro, Hip Hop, Electroclash, Dance-pop",12,1
180762,73525,2020,28410190,Ayesha Erotica - Church Of Erotica,Not on Label,Limited Edition,"Electronic, Hip Hop, Pop","Bass Music, Electro, Hip Hop, Electroclash, Dance-pop",12,1
180763,73525,2020,28410190,Ayesha Erotica - Church Of Erotica,Not on Label,Mixtape,"Electronic, Hip Hop, Pop","Bass Music, Electro, Hip Hop, Electroclash, Dance-pop",12,1
180764,73525,2020,28410190,Ayesha Erotica - Church Of Erotica,Not on Label,Unofficial Release,"Electronic, Hip Hop, Pop","Bass Music, Electro, Hip Hop, Electroclash, Dance-pop",12,1
180835,73547,2020,14817522,OA (5)* - Rouge,Not on Label,CD,"Electronic, Rock, Pop","Chanson, Europop, Synth-pop, Synthwave",0,1
180836,73547,2020,14817522,OA (5)* - Rouge,Not on Label,EP,"Electronic, Rock, Pop","Chanson, Europop, Synth-pop, Synthwave",0,1
180837,73547,2020,14817522,OA (5)* - Rouge,Not on Label,Promo,"Electronic, Rock, Pop","Chanson, Europop, Synth-pop, Synthwave",0,1
180915,73562,2020,16907817,Michal David - 60 (Speciální Edice 3CD + DVD),Not on Label,CD,"Electronic, Pop","Europop, Disco, Synth-pop",1,7
180916,73562,2020,16907817,Michal David - 60 (Speciální Edice 3CD + DVD),Not on Label,DVD,"Electronic, Pop","Europop, Disco, Synth-pop",1,7
180917,73562,2020,16907817,Michal David - 60 (Speciální Edice 3CD + DVD),Not on Label,DVD-Video,"Electronic, Pop","Europop, Disco, Synth-pop",1,7
180918,73562,2020,16907817,Michal David - 60 (Speciální Edice 3CD + DVD),Not on Label,PAL,"Electronic, Pop","Europop, Disco, Synth-pop",1,7
180919,73562,2020,16907817,Michal David - 60 (Speciální Edice 3CD + DVD),Not on Label,Box Set,"Electronic, Pop","Europop, Disco, Synth-pop",1,7
180920,73562,2020,16907817,Michal David - 60 (Speciální Edice 3CD + DVD),Not on Label,Compilation,"Electronic, Pop","Europop, Disco, Synth-pop",1,7
180938,73568,2020,19825720,Kyrò - Cosmic Energy,Not on Label,CD,"Electronic, Funk / Soul, Pop","Contemporary R&B, Dance-pop, Electro House, House, Neo Soul, Soul",0,1
180939,73568,2020,19825720,Kyrò - Cosmic Energy,Not on Label,Album,"Electronic, Funk / Soul, Pop","Contemporary R&B, Dance-pop, Electro House, House, Neo Soul, Soul",0,1
181117,73620,2020,14602228,goldbringer - Soundtracks,Not on Label,File,"Electronic, Pop","Ambient, Dance-pop, Electro, Indie Pop, Experimental, Abstract, Dark Ambient, Drum n Bass",0,2
181118,73620,2020,14602228,goldbringer - Soundtracks,Not on Label,MP3,"Electronic, Pop","Ambient, Dance-pop, Electro, Indie Pop, Experimental, Abstract, Dark Ambient, Drum n Bass",0,2
181119,73620,2020,14602228,goldbringer - Soundtracks,Not on Label,Album,"Electronic, Pop","Ambient, Dance-pop, Electro, Indie Pop, Experimental, Abstract, Dark Ambient, Drum n Bass",0,2
181120,73620,2020,14602228,goldbringer - Soundtracks,Not on Label,Stereo,"Electronic, Pop","Ambient, Dance-pop, Electro, Indie Pop, Experimental, Abstract, Dark Ambient, Drum n Bass",0,2
181121,73620,2020,14602228,goldbringer - Soundtracks,Not on Label,CD,"Electronic, Pop","Ambient, Dance-pop, Electro, Indie Pop, Experimental, Abstract, Dark Ambient, Drum n Bass",0,2
181122,73620,2020,14602228,goldbringer - Soundtracks,Not on Label,Album,"Electronic, Pop","Ambient, Dance-pop, Electro, Indie Pop, Experimental, Abstract, Dark Ambient, Drum n Bass",0,2
181123,73620,2020,14602228,goldbringer - Soundtracks,Not on Label,Stereo,"Electronic, Pop","Ambient, Dance-pop, Electro, Indie Pop, Experimental, Abstract, Dark Ambient, Drum n Bass",0,2
181124,73621,2020,16056235,Bernard Grancher - Assemblée Lunaire,Not on Label,Vinyl,"Electronic, Pop","Berlin-School, Chanson, Dance-pop, Darkwave, Chillwave, Electro, New Wave",16,55
181125,73621,2020,16056235,Bernard Grancher - Assemblée Lunaire,Not on Label,LP,"Electronic, Pop","Berlin-School, Chanson, Dance-pop, Darkwave, Chillwave, Electro, New Wave",16,55
181126,73621,2020,16056235,Bernard Grancher - Assemblée Lunaire,Not on Label,Album,"Electronic, Pop","Berlin-School, Chanson, Dance-pop, Darkwave, Chillwave, Electro, New Wave",16,55
181339,73681,2020,27199686,Various - Slow & Medley,Not on Label,Vinyl,"Electronic, Pop","Downtempo, Ambient, Vocal, Europop, House, Nu-Disco",0,0
181340,73681,2020,27199686,Various - Slow & Medley,Not on Label,"10""","Electronic, Pop","Downtempo, Ambient, Vocal, Europop, House, Nu-Disco",0,0
181341,73681,2020,27199686,Various - Slow & Medley,Not on Label,33 ⅓ RPM,"Electronic, Pop","Downtempo, Ambient, Vocal, Europop, House, Nu-Disco",0,0
181342,73681,2020,27199686,Various - Slow & Medley,Not on Label,Compilation,"Electronic, Pop","Downtempo, Ambient, Vocal, Europop, House, Nu-Disco",0,0
181343,73681,2020,27199686,Various - Slow & Medley,Not on Label,Promo,"Electronic, Pop","Downtempo, Ambient, Vocal, Europop, House, Nu-Disco",0,0
181344,73681,2020,27199686,Various - Slow & Medley,Not on Label,Unofficial Release,"Electronic, Pop","Downtempo, Ambient, Vocal, Europop, House, Nu-Disco",0,0
181355,73686,2020,19502980,Sirens Of Lesbos - SOL,Not on Label,Vinyl,"Electronic, Hip Hop, Reggae, Funk / Soul, Pop","Disco, Dance-pop, Synth-pop, Reggae, Dub, Downtempo, Funk, Hip Hop, Indie Pop, Leftfield, Nu-Disco, Contemporary R&B, New Wave",7,1
181356,73686,2020,19502980,Sirens Of Lesbos - SOL,Not on Label,LP,"Electronic, Hip Hop, Reggae, Funk / Soul, Pop","Disco, Dance-pop, Synth-pop, Reggae, Dub, Downtempo, Funk, Hip Hop, Indie Pop, Leftfield, Nu-Disco, Contemporary R&B, New Wave",7,1
181357,73686,2020,19502980,Sirens Of Lesbos - SOL,Not on Label,Album,"Electronic, Hip Hop, Reggae, Funk / Soul, Pop","Disco, Dance-pop, Synth-pop, Reggae, Dub, Downtempo, Funk, Hip Hop, Indie Pop, Leftfield, Nu-Disco, Contemporary R&B, New Wave",7,1
181358,73686,2020,19502980,Sirens Of Lesbos - SOL,Not on Label,Test Pressing,"Electronic, Hip Hop, Reggae, Funk / Soul, Pop","Disco, Dance-pop, Synth-pop, Reggae, Dub, Downtempo, Funk, Hip Hop, Indie Pop, Leftfield, Nu-Disco, Contemporary R&B, New Wave",7,1
181359,73686,2020,19502980,Sirens Of Lesbos - SOL,Not on Label,White Label,"Electronic, Hip Hop, Reggae, Funk / Soul, Pop","Disco, Dance-pop, Synth-pop, Reggae, Dub, Downtempo, Funk, Hip Hop, Indie Pop, Leftfield, Nu-Disco, Contemporary R&B, New Wave",7,1
181360,73687,2020,15191025,Nosta 2 Larue - The Sources,Not on Label,CD,"Electronic, Hip Hop, Reggae, Pop","Ambient, Dancehall, Hip-House, Trance, RnB/Swing, Ragga HipHop, House, Electro House, Electro, EBM, Euro House, Deep House, Big Beat, Cut-up/DJ, Dance-pop, Deep Techno",2,3
181361,73687,2020,15191025,Nosta 2 Larue - The Sources,Not on Label,Stereo,"Electronic, Hip Hop, Reggae, Pop","Ambient, Dancehall, Hip-House, Trance, RnB/Swing, Ragga HipHop, House, Electro House, Electro, EBM, Euro House, Deep House, Big Beat, Cut-up/DJ, Dance-pop, Deep Techno",2,3
181431,73713,2020,17994181,Shea Devlin - Not Today,Not on Label,Cassette,"Rock, Pop, Folk, World, & Country","Acoustic, Ballad",0,1
181432,73713,2020,17994181,Shea Devlin - Not Today,Not on Label,Album,"Rock, Pop, Folk, World, & Country","Acoustic, Ballad",0,1
181433,73713,2020,17994181,Shea Devlin - Not Today,Not on Label,Limited Edition,"Rock, Pop, Folk, World, & Country","Acoustic, Ballad",0,1
181434,73714,2020,24758141,Kazimieras Jakutis - Rytmečiai,Not on Label,CD,"Rock, Pop",Ballad,1,1
181435,73714,2020,24758141,Kazimieras Jakutis - Rytmečiai,Not on Label,Album,"Rock, Pop",Ballad,1,1
